goos: darwin
goarch: arm64
pkg: github.com/zhangyunhao116/gomapbench
cpu: Apple M1 Pro
BenchmarkMapIter/Int/6-10           	27202274	        45.06 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	130916078	         8.895 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	138916435	         9.430 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	140631276	         8.851 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	137530167	         8.894 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	133646604	         9.091 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	130340911	         9.077 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	144067970	         9.063 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	140259784	         9.185 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	136532128	         9.296 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/256-10             	131932804	         8.859 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	126603016	         9.145 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	135138292	         8.549 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	131915286	         8.688 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	138087824	         8.698 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	135397899	         8.827 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	134566113	         8.539 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	128421169	         8.925 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	133792800	         8.673 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	138625268	         8.879 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/512-10             	134836782	         8.765 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	121773194	        10.72 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	125493334	         9.972 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	100000000	        10.05 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	124060986	         9.931 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	124870478	         9.795 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	121462191	         9.770 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	120244356	         9.686 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	122240629	         9.612 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	121246514	         9.636 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/1024-10            	122504746	         9.585 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	121593661	         9.810 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	121142733	         9.861 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	120679212	         9.729 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	100000000	        10.40 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	123869277	         9.725 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	122957275	         9.818 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	122229272	         9.714 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	120631120	         9.770 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	122422579	         9.742 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/2048-10            	121166163	         9.750 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        12.01 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        10.52 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        12.02 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        12.57 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        12.12 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        10.92 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        10.87 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        10.61 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        10.43 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/4096-10            	100000000	        10.65 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.54 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.77 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.48 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.53 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.78 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.51 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.59 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	105014199	        12.09 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.68 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/8192-10            	100000000	        10.62 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.31 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.24 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.28 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.37 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.26 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.26 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.32 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.39 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	100000000	        11.40 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessHit/Str/65536-10           	105223620	        11.52 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274908813	         4.364 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274589593	         4.363 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274856184	         4.397 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274974984	         4.374 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274866571	         4.393 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274595982	         4.364 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274968368	         4.372 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274570587	         4.367 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274777486	         4.382 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/6-10            	274334361	         4.370 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	208250924	         5.769 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	208146266	         5.745 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	207711345	         5.739 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	208911981	         5.781 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	87661094	        13.63 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	88216917	        13.64 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	87255276	        14.18 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	81272136	        13.96 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	206911455	         5.847 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/12-10           	206286997	        14.13 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	212569908	         5.797 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	212168182	         6.066 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	215168239	         5.711 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	214562569	        10.19 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	216477061	         6.067 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	214047570	         9.757 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	216585451	         5.545 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	216056330	         9.737 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	216524324	         9.832 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/18-10           	216449044	         5.543 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	100000000	        10.10 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	100000000	        10.00 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	120988052	        10.04 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	120039897	         9.979 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	120924136	        10.03 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	208210065	         9.926 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	208695505	         9.955 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	100000000	        17.02 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	100000000	        17.33 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/24-10           	208246759	         5.811 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	220767436	         5.530 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	216399727	         5.560 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	217846647	         5.711 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	216633915	         5.529 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	218390066	         5.466 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	219994825	         5.585 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	213876198	         7.627 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	219399000	         5.448 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	220157632	         5.453 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/30-10           	203184951	         5.465 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	218639612	         5.471 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	219759558	         6.546 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	182814915	         5.472 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	177821684	         9.403 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	174826564	         7.739 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	217674734	         6.672 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	215511457	         6.586 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	218776093	         6.573 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	218644515	         5.498 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/64-10           	218921806	         6.577 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	218998350	         6.575 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	182845092	         6.028 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	198127693	         5.471 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	218770908	         6.053 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	196022498	         5.505 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	198299416	         6.590 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	218811646	         5.491 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	169909809	         6.031 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	219579709	         6.588 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/128-10          	183076869	         6.036 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	219197299	         5.462 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	217974724	         5.482 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	219694396	         5.485 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	218275742	         5.473 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	218758212	         5.675 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	209051918	         5.491 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	219225914	         5.476 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	219303789	         5.732 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	219568810	         5.745 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/256-10          	218810533	         5.735 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	218939613	         5.466 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	217757076	         5.505 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	216739302	         5.505 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	212560588	         5.674 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	211443062	         5.661 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	216592605	         5.489 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	207163676	         5.469 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	217075881	         5.667 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	212859618	         5.538 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/512-10          	206859339	         5.655 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	191594126	         5.799 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	182848273	         6.027 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	194971033	         6.618 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	197684455	         6.315 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	197890392	         6.034 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	186342480	         6.070 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	190771735	         6.178 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	187693558	         6.561 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	190516939	         6.648 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/1024-10         	201161174	         5.895 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	183470750	         6.347 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	186260445	         6.570 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	183448686	         6.464 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	182971130	         6.363 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	187673964	         6.381 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	190041558	         6.566 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	189237150	         6.408 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	193477288	         6.557 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	183480872	         7.590 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/2048-10         	181684395	         6.830 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	185645287	         7.039 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	180469976	         6.455 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	184965384	         6.619 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	180309726	         6.584 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	182612140	         6.384 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	179511178	         6.454 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	183718250	         6.465 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	155523858	         6.610 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	185544330	         6.799 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/4096-10         	184132672	         6.696 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	177935646	         6.926 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	177929358	         6.713 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	176295501	         6.642 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	178276434	         6.808 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	181098987	         7.002 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	177573546	         6.710 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	176790478	         6.889 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	174702315	         6.830 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	176027552	         6.813 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/8192-10         	175832816	         6.629 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	168177332	         7.119 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	166478038	         7.263 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	166970469	         7.133 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	167273371	         7.129 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	166900558	         7.533 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	166848384	         7.182 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	168507326	         7.148 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	169352192	         7.252 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	166341250	         7.279 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int64/65536-10        	164394164	         7.268 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	270217778	         4.415 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	272809632	         4.406 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	272443039	         4.416 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	272981383	         4.409 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	272509446	         4.413 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	272050110	         4.395 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	271489731	         4.413 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	272379421	         4.396 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	270338666	         4.383 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/6-10            	273398496	         5.025 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	88524404	        13.57 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	209360368	         5.783 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	100000000	        13.59 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	211692717	         5.710 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	210888556	        13.46 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	211647157	         5.883 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	100000000	        13.48 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	212637609	         5.655 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	212014742	         5.708 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/12-10           	211792472	         5.676 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	219140162	         9.423 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	219368109	         5.476 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	219300549	         9.453 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	127068060	         9.429 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	218636083	         5.472 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	210607140	         5.493 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	220155865	         5.470 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	219250965	         9.434 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	219050085	         5.492 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/18-10           	217721468	         5.461 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	211727419	         9.694 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	72395280	        16.70 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	123694464	        16.79 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	197183966	         9.684 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	211908758	         9.627 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	209514133	         9.742 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	100000000	        18.13 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	100000000	        17.78 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	211714267	         5.709 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/24-10           	212010643	         5.655 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	222590750	         5.378 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	222794227	         5.388 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	223848873	         5.381 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	222367104	         5.395 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	221966121	         5.381 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	222456831	         7.329 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	223198456	         5.423 ns/op	       0 B/op	       0 allocs/op
BenchmarkMapAccessMiss/Int32/30-10           	223158712	         5.408 ns/op	       0 B/op	       0 allocs/op
